PersonID,EventID,SpaceID,StartDateTime,EndDateTime
149,-1,0,2020-05-12 00:00:00,2020-05-12 09:43:22
144,-1,0,2020-05-12 00:00:00,2020-05-12 10:16:13
75,-1,0,2020-05-12 00:00:00,2020-05-12 08:11:34
114,-1,0,2020-05-12 00:00:00,2020-05-12 08:34:17
7,-1,0,2020-05-12 00:00:00,2020-05-12 09:04:45
141,-1,0,2020-05-12 00:00:00,2020-05-12 13:14:54
22,-1,0,2020-05-12 00:00:00,2020-05-12 08:58:19
125,-1,0,2020-05-12 00:00:00,2020-05-12 10:55:48
106,-1,0,2020-05-12 00:00:00,2020-05-12 11:28:55
124,-1,0,2020-05-12 00:00:00,2020-05-12 09:55:05
46,-1,0,2020-05-12 00:00:00,2020-05-12 08:43:49
63,-1,0,2020-05-12 00:00:00,2020-05-12 09:06:44
17,-1,0,2020-05-12 00:00:00,2020-05-12 07:44:51
88,-1,0,2020-05-12 00:00:00,2020-05-12 10:15:56
73,-1,0,2020-05-12 00:00:00,2020-05-12 09:30:35
61,-1,0,2020-05-12 00:00:00,2020-05-12 07:56:34
72,-1,0,2020-05-12 00:00:00,2020-05-12 09:00:44
66,-1,0,2020-05-12 00:00:00,2020-05-12 08:29:55
110,-1,0,2020-05-12 00:00:00,2020-05-12 09:54:10
19,-1,0,2020-05-12 00:00:00,2020-05-12 09:42:11
82,-1,0,2020-05-12 00:00:00,2020-05-12 09:15:27
147,-1,0,2020-05-12 00:00:00,2020-05-12 10:39:56
52,-1,0,2020-05-12 00:00:00,2020-05-12 09:56:10
14,-1,0,2020-05-12 00:00:00,2020-05-12 10:01:13
87,-1,0,2020-05-12 00:00:00,2020-05-12 09:59:59
157,-1,0,2020-05-12 00:00:00,2020-05-12 08:54:35
32,-1,0,2020-05-12 00:00:00,2020-05-12 09:53:32
59,-1,0,2020-05-12 00:00:00,2020-05-12 09:24:42
11,-1,0,2020-05-12 00:00:00,2020-05-12 10:03:40
113,-1,0,2020-05-12 00:00:00,2020-05-12 10:20:12
108,-1,0,2020-05-12 00:00:00,2020-05-12 09:46:33
79,-1,0,2020-05-12 00:00:00,2020-05-12 08:52:41
153,-1,0,2020-05-12 00:00:00,2020-05-12 10:05:01
26,-1,0,2020-05-12 00:00:00,2020-05-12 08:38:33
91,-1,0,2020-05-12 00:00:00,2020-05-12 07:52:34
6,-1,0,2020-05-12 00:00:00,2020-05-12 09:34:01
57,-1,0,2020-05-12 00:00:00,2020-05-12 09:20:58
34,-1,0,2020-05-12 00:00:00,2020-05-12 07:56:24
1,-1,0,2020-05-12 00:00:00,2020-05-12 09:06:58
54,-1,0,2020-05-12 00:00:00,2020-05-12 09:07:08
10,-1,0,2020-05-12 00:00:00,2020-05-12 08:40:26
36,-1,0,2020-05-12 00:00:00,2020-05-12 07:56:02
129,-1,0,2020-05-12 00:00:00,2020-05-12 11:03:36
90,-1,0,2020-05-12 00:00:00,2020-05-12 08:05:17
15,-1,0,2020-05-12 00:00:00,2020-05-12 09:16:09
145,-1,0,2020-05-12 00:00:00,2020-05-12 10:27:35
160,-1,0,2020-05-12 00:00:00,2020-05-12 10:34:53
155,-1,0,2020-05-12 00:00:00,2020-05-12 09:51:57
116,-1,0,2020-05-12 00:00:00,2020-05-12 12:37:25
77,-1,0,2020-05-12 00:00:00,2020-05-12 10:51:25
111,-1,0,2020-05-12 00:00:00,2020-05-12 10:35:13
40,-1,0,2020-05-12 00:00:00,2020-05-12 09:17:43
58,-1,0,2020-05-12 00:00:00,2020-05-12 09:34:39
101,-1,0,2020-05-12 00:00:00,2020-05-12 09:40:57
122,-1,0,2020-05-12 00:00:00,2020-05-12 10:09:16
41,-1,0,2020-05-12 00:00:00,2020-05-12 10:04:19
13,-1,0,2020-05-12 00:00:00,2020-05-12 09:40:47
89,-1,0,2020-05-12 00:00:00,2020-05-12 08:02:56
67,-1,0,2020-05-12 00:00:00,2020-05-12 08:19:34
80,-1,0,2020-05-12 00:00:00,2020-05-12 08:28:56
120,-1,0,2020-05-12 00:00:00,2020-05-12 09:00:44
84,-1,0,2020-05-12 00:00:00,2020-05-12 08:48:14
156,-1,0,2020-05-12 00:00:00,2020-05-12 09:09:32
55,-1,0,2020-05-12 00:00:00,2020-05-12 08:26:08
123,-1,0,2020-05-12 00:00:00,2020-05-12 11:51:57
9,-1,0,2020-05-12 00:00:00,2020-05-12 09:26:10
98,-1,0,2020-05-12 00:00:00,2020-05-12 09:16:45
35,-1,0,2020-05-12 00:00:00,2020-05-12 09:44:53
24,-1,0,2020-05-12 00:00:00,2020-05-12 09:39:17
2,-1,0,2020-05-12 00:00:00,2020-05-12 09:20:47
148,-1,0,2020-05-12 00:00:00,2020-05-12 12:54:10
142,-1,0,2020-05-12 00:00:00,2020-05-12 10:34:45
3,-1,0,2020-05-12 00:00:00,2020-05-12 09:04:42
131,-1,0,2020-05-12 00:00:00,2020-05-12 12:30:10
70,-1,0,2020-05-12 00:00:00,2020-05-12 09:40:41
152,-1,0,2020-05-12 00:00:00,2020-05-12 09:44:52
103,-1,0,2020-05-12 00:00:00,2020-05-12 09:35:27
49,-1,0,2020-05-12 00:00:00,2020-05-12 11:03:37
42,-1,0,2020-05-12 00:00:00,2020-05-12 10:10:25
150,-1,0,2020-05-12 00:00:00,2020-05-12 10:13:22
99,-1,0,2020-05-12 00:00:00,2020-05-12 10:18:11
112,-1,0,2020-05-12 00:00:00,2020-05-12 11:03:31
60,-1,0,2020-05-12 00:00:00,2020-05-12 08:12:40
37,-1,0,2020-05-12 00:00:00,2020-05-12 10:33:56
8,-1,0,2020-05-12 00:00:00,2020-05-12 09:36:36
85,-1,0,2020-05-12 00:00:00,2020-05-12 10:16:43
43,-1,0,2020-05-12 00:00:00,2020-05-12 09:10:24
50,-1,0,2020-05-12 00:00:00,2020-05-12 09:24:11
127,-1,0,2020-05-12 00:00:00,2020-05-12 08:00:27
51,-1,0,2020-05-12 00:00:00,2020-05-12 08:14:04
18,-1,0,2020-05-12 00:00:00,2020-05-12 09:52:59
102,-1,0,2020-05-12 00:00:00,2020-05-12 11:44:37
159,-1,0,2020-05-12 00:00:00,2020-05-12 08:52:08
121,-1,0,2020-05-12 00:00:00,2020-05-12 10:08:15
68,-1,0,2020-05-12 00:00:00,2020-05-12 07:45:54
97,-1,0,2020-05-12 00:00:00,2020-05-12 10:32:21
100,-1,0,2020-05-12 00:00:00,2020-05-12 11:05:59
109,-1,0,2020-05-12 00:00:00,2020-05-12 10:15:54
44,-1,0,2020-05-12 00:00:00,2020-05-12 09:16:58
118,-1,0,2020-05-12 00:00:00,2020-05-12 10:37:13
92,-1,0,2020-05-12 00:00:00,2020-05-12 08:08:06
28,-1,0,2020-05-12 00:00:00,2020-05-12 08:10:15
137,-1,0,2020-05-12 00:00:00,2020-05-12 12:11:08
115,-1,0,2020-05-12 00:00:00,2020-05-12 07:29:12
132,-1,0,2020-05-12 00:00:00,2020-05-12 08:30:52
20,-1,0,2020-05-12 00:00:00,2020-05-12 09:48:58
133,-1,0,2020-05-12 00:00:00,2020-05-12 10:31:00
33,-1,0,2020-05-12 00:00:00,2020-05-12 09:55:09
71,-1,0,2020-05-12 00:00:00,2020-05-12 09:32:29
31,-1,0,2020-05-12 00:00:00,2020-05-12 08:07:24
27,-1,0,2020-05-12 00:00:00,2020-05-12 09:59:56
151,-1,0,2020-05-12 00:00:00,2020-05-12 14:12:07
94,-1,0,2020-05-12 00:00:00,2020-05-12 07:47:12
139,-1,0,2020-05-12 00:00:00,2020-05-12 09:54:52
143,-1,0,2020-05-12 00:00:00,2020-05-12 10:41:15
117,-1,0,2020-05-12 00:00:00,2020-05-12 09:35:14
56,-1,0,2020-05-12 00:00:00,2020-05-12 09:10:46
134,-1,0,2020-05-12 00:00:00,2020-05-12 10:31:54
65,-1,0,2020-05-12 00:00:00,2020-05-12 10:33:35
74,-1,0,2020-05-12 00:00:00,2020-05-12 10:31:52
16,-1,0,2020-05-12 00:00:00,2020-05-12 11:27:45
12,-1,0,2020-05-12 00:00:00,2020-05-12 09:19:59
136,-1,0,2020-05-12 00:00:00,2020-05-12 10:53:47
105,-1,0,2020-05-12 00:00:00,2020-05-12 08:55:38
93,-1,0,2020-05-12 00:00:00,2020-05-12 10:10:47
126,-1,0,2020-05-12 00:00:00,2020-05-12 09:17:20
21,-1,0,2020-05-12 00:00:00,2020-05-12 08:55:38
104,-1,0,2020-05-12 00:00:00,2020-05-12 10:18:18
39,-1,0,2020-05-12 00:00:00,2020-05-12 09:31:32
76,-1,0,2020-05-12 00:00:00,2020-05-12 10:08:43
78,-1,0,2020-05-12 00:00:00,2020-05-12 09:49:01
53,-1,0,2020-05-12 00:00:00,2020-05-12 10:08:40
64,-1,0,2020-05-12 00:00:00,2020-05-12 09:53:09
146,-1,0,2020-05-12 00:00:00,2020-05-12 10:21:19
135,-1,0,2020-05-12 00:00:00,2020-05-12 08:40:15
138,-1,0,2020-05-12 00:00:00,2020-05-12 10:33:11
107,-1,0,2020-05-12 00:00:00,2020-05-12 08:57:51
29,-1,0,2020-05-12 00:00:00,2020-05-12 07:55:42
69,-1,0,2020-05-12 00:00:00,2020-05-12 08:05:07
119,-1,0,2020-05-12 00:00:00,2020-05-12 11:35:19
30,-1,0,2020-05-12 00:00:00,2020-05-12 08:25:07
154,-1,0,2020-05-12 00:00:00,2020-05-12 12:34:05
81,-1,0,2020-05-12 00:00:00,2020-05-12 10:06:52
128,-1,0,2020-05-12 00:00:00,2020-05-12 10:44:13
130,-1,0,2020-05-12 00:00:00,2020-05-12 10:34:26
158,-1,0,2020-05-12 00:00:00,2020-05-12 10:21:34
48,-1,0,2020-05-12 00:00:00,2020-05-12 09:02:11
62,-1,0,2020-05-12 00:00:00,2020-05-12 08:57:36
86,-1,0,2020-05-12 00:00:00,2020-05-12 09:35:26
95,-1,0,2020-05-12 00:00:00,2020-05-12 09:18:00
140,-1,0,2020-05-12 00:00:00,2020-05-12 07:31:15
5,-1,0,2020-05-12 00:00:00,2020-05-12 08:02:58
115,0,0,2020-05-12 07:29:12,2020-05-12 07:41:14
140,0,0,2020-05-12 07:31:15,2020-05-12 07:42:27
115,0,0,2020-05-12 07:41:14,2020-05-12 07:51:21
140,0,0,2020-05-12 07:42:27,2020-05-12 07:52:24
17,35,0,2020-05-12 07:44:51,2020-05-12 07:48:55
68,0,0,2020-05-12 07:45:54,2020-05-12 07:55:13
94,0,0,2020-05-12 07:47:12,2020-05-12 07:56:50
61,0,147,2020-05-12 07:48:32,2020-05-12 07:49:09
17,35,301,2020-05-12 07:48:55,2020-05-12 07:49:09
61,0,307,2020-05-12 07:49:09,2020-05-12 07:56:44
17,35,120,2020-05-12 07:49:09,2020-05-12 08:34:04
115,0,0,2020-05-12 07:51:21,2020-05-12 08:00:53
140,0,0,2020-05-12 07:52:24,2020-05-12 08:02:51
91,0,0,2020-05-12 07:52:34,2020-05-12 08:01:32
68,0,0,2020-05-12 07:55:13,2020-05-12 08:07:19
29,0,0,2020-05-12 07:55:42,2020-05-12 08:06:06
36,0,0,2020-05-12 07:56:02,2020-05-12 08:05:44
34,0,0,2020-05-12 07:56:24,2020-05-12 08:08:49
61,0,0,2020-05-12 07:56:34,2020-05-12 08:06:32
61,0,0,2020-05-12 07:56:44,2020-05-12 07:57:04
94,0,0,2020-05-12 07:56:50,2020-05-12 08:06:08
61,0,0,2020-05-12 07:57:04,2020-05-12 08:08:31
127,0,0,2020-05-12 08:00:27,2020-05-12 08:11:14
115,0,0,2020-05-12 08:00:53,2020-05-12 08:09:12
91,0,0,2020-05-12 08:01:32,2020-05-12 08:12:37
140,0,0,2020-05-12 08:02:51,2020-05-12 08:13:48
89,0,0,2020-05-12 08:02:56,2020-05-12 08:13:23
5,0,0,2020-05-12 08:02:58,2020-05-12 08:13:09
69,85,0,2020-05-12 08:05:07,2020-05-12 08:06:06
90,0,0,2020-05-12 08:05:17,2020-05-12 08:15:27
36,0,0,2020-05-12 08:05:44,2020-05-12 08:16:55
29,0,0,2020-05-12 08:06:06,2020-05-12 08:16:26
69,85,326,2020-05-12 08:06:06,2020-05-12 08:06:28
94,0,0,2020-05-12 08:06:08,2020-05-12 08:15:26
69,85,320,2020-05-12 08:06:28,2020-05-12 08:07:43
61,17,0,2020-05-12 08:06:32,2020-05-12 08:12:30
68,0,0,2020-05-12 08:07:19,2020-05-12 08:18:37
31,0,0,2020-05-12 08:07:24,2020-05-12 08:18:06
69,85,315,2020-05-12 08:07:43,2020-05-12 08:09:01
92,0,0,2020-05-12 08:08:06,2020-05-12 08:18:24
61,0,0,2020-05-12 08:08:31,2020-05-12 08:16:24
34,0,0,2020-05-12 08:08:49,2020-05-12 08:19:51
69,85,303,2020-05-12 08:09:01,2020-05-12 08:09:25
115,0,0,2020-05-12 08:09:12,2020-05-12 08:18:55
69,85,304,2020-05-12 08:09:25,2020-05-12 08:09:38
69,85,125,2020-05-12 08:09:38,2020-05-12 08:47:01
28,59,0,2020-05-12 08:10:15,2020-05-12 08:18:30
127,140,0,2020-05-12 08:11:14,2020-05-12 08:21:53
75,0,0,2020-05-12 08:11:34,2020-05-12 08:21:51
61,17,307,2020-05-12 08:12:30,2020-05-12 08:12:56
91,0,0,2020-05-12 08:12:37,2020-05-12 08:21:39
60,0,0,2020-05-12 08:12:40,2020-05-12 08:24:10
61,17,147,2020-05-12 08:12:56,2020-05-12 07:48:32
5,0,0,2020-05-12 08:13:09,2020-05-12 08:22:30
89,0,0,2020-05-12 08:13:23,2020-05-12 08:23:22
140,0,0,2020-05-12 08:13:48,2020-05-12 08:24:51
51,0,0,2020-05-12 08:14:04,2020-05-12 08:24:10
94,0,0,2020-05-12 08:15:26,2020-05-12 08:26:40
90,0,0,2020-05-12 08:15:27,2020-05-12 08:27:40
61,0,0,2020-05-12 08:16:24,2020-05-12 08:26:35
29,0,0,2020-05-12 08:16:26,2020-05-12 08:27:14
36,0,0,2020-05-12 08:16:55,2020-05-12 08:27:31
31,0,0,2020-05-12 08:18:06,2020-05-12 08:29:02
92,0,0,2020-05-12 08:18:24,2020-05-12 08:29:07
28,59,324,2020-05-12 08:18:30,2020-05-12 08:19:33
68,140,0,2020-05-12 08:18:37,2020-05-12 08:29:15
115,0,0,2020-05-12 08:18:55,2020-05-12 08:28:51
28,59,175,2020-05-12 08:19:33,2020-05-12 12:01:11
67,0,0,2020-05-12 08:19:34,2020-05-12 08:30:33
34,0,0,2020-05-12 08:19:51,2020-05-12 08:31:40
91,0,0,2020-05-12 08:21:39,2020-05-12 08:31:41
75,0,0,2020-05-12 08:21:51,2020-05-12 08:30:19
127,140,313,2020-05-12 08:21:53,2020-05-12 08:22:05
127,140,410,2020-05-12 08:22:05,2020-05-12 08:22:35
5,73,0,2020-05-12 08:22:30,2020-05-12 08:25:28
127,140,215,2020-05-12 08:22:35,2020-05-12 10:37:34
89,0,0,2020-05-12 08:23:22,2020-05-12 08:35:53
51,33,0,2020-05-12 08:24:10,2020-05-12 08:25:07
60,0,0,2020-05-12 08:24:10,2020-05-12 08:34:41
140,0,0,2020-05-12 08:24:51,2020-05-12 08:34:55
51,33,326,2020-05-12 08:25:07,2020-05-12 08:25:26
30,0,0,2020-05-12 08:25:07,2020-05-12 08:34:43
51,33,320,2020-05-12 08:25:26,2020-05-12 08:26:32
5,73,301,2020-05-12 08:25:28,2020-05-12 08:25:37
5,73,401,2020-05-12 08:25:37,2020-05-12 08:25:52
5,73,402,2020-05-12 08:25:52,2020-05-12 08:26:16
55,0,0,2020-05-12 08:26:08,2020-05-12 08:36:09
5,73,403,2020-05-12 08:26:16,2020-05-12 08:26:58
51,33,315,2020-05-12 08:26:32,2020-05-12 08:27:57
61,0,0,2020-05-12 08:26:35,2020-05-12 08:34:36
94,0,0,2020-05-12 08:26:40,2020-05-12 08:36:41
5,73,404,2020-05-12 08:26:58,2020-05-12 08:27:22
29,61,0,2020-05-12 08:27:14,2020-05-12 08:30:14
5,73,405,2020-05-12 08:27:22,2020-05-12 08:27:39
36,68,0,2020-05-12 08:27:31,2020-05-12 08:29:24
5,73,225,2020-05-12 08:27:39,2020-05-12 11:45:44
90,55,0,2020-05-12 08:27:40,2020-05-12 08:28:17
51,33,303,2020-05-12 08:27:57,2020-05-12 08:28:24
90,55,326,2020-05-12 08:28:17,2020-05-12 08:28:42
51,33,304,2020-05-12 08:28:24,2020-05-12 08:28:47
90,55,102,2020-05-12 08:28:42,2020-05-12 08:30:04
51,33,305,2020-05-12 08:28:47,2020-05-12 08:29:06
115,0,0,2020-05-12 08:28:51,2020-05-12 08:38:52
80,0,0,2020-05-12 08:28:56,2020-05-12 08:38:41
31,0,0,2020-05-12 08:29:02,2020-05-12 08:38:54
51,33,138,2020-05-12 08:29:06,2020-05-12 09:39:30
92,0,0,2020-05-12 08:29:07,2020-05-12 08:37:35
68,140,313,2020-05-12 08:29:15,2020-05-12 08:30:19
36,68,301,2020-05-12 08:29:24,2020-05-12 08:29:32
36,68,401,2020-05-12 08:29:32,2020-05-12 08:29:45
36,68,402,2020-05-12 08:29:45,2020-05-12 08:30:08
66,0,0,2020-05-12 08:29:55,2020-05-12 08:40:27
90,55,321,2020-05-12 08:30:04,2020-05-12 08:32:15
36,68,403,2020-05-12 08:30:08,2020-05-12 08:31:11
29,61,301,2020-05-12 08:30:14,2020-05-12 08:30:43
68,140,163,2020-05-12 08:30:19,2020-05-12 10:16:47
75,0,0,2020-05-12 08:30:19,2020-05-12 08:39:00
67,7,0,2020-05-12 08:30:33,2020-05-12 08:34:01
29,61,302,2020-05-12 08:30:43,2020-05-12 08:30:57
132,116,0,2020-05-12 08:30:52,2020-05-12 08:33:55
29,61,132,2020-05-12 08:30:57,2020-05-12 10:02:43
36,68,412,2020-05-12 08:31:11,2020-05-12 08:32:24
34,0,0,2020-05-12 08:31:40,2020-05-12 08:39:37
91,0,0,2020-05-12 08:31:41,2020-05-12 08:43:06
90,55,322,2020-05-12 08:32:15,2020-05-12 08:32:46
36,68,415,2020-05-12 08:32:24,2020-05-12 08:32:57
90,55,323,2020-05-12 08:32:46,2020-05-12 08:33:34
36,68,414,2020-05-12 08:32:57,2020-05-12 08:33:22
36,68,247,2020-05-12 08:33:22,2020-05-12 11:39:01
90,55,169,2020-05-12 08:33:34,2020-05-12 10:58:10
132,116,301,2020-05-12 08:33:55,2020-05-12 08:34:04
67,7,301,2020-05-12 08:34:01,2020-05-12 08:34:11
132,116,401,2020-05-12 08:34:04,2020-05-12 08:34:13
17,33,120,2020-05-12 08:34:04,2020-05-12 08:34:18
67,7,401,2020-05-12 08:34:11,2020-05-12 08:34:31
132,116,402,2020-05-12 08:34:13,2020-05-12 08:34:34
114,0,0,2020-05-12 08:34:17,2020-05-12 08:45:31
17,33,301,2020-05-12 08:34:18,2020-05-12 08:34:28
17,33,401,2020-05-12 08:34:28,2020-05-12 08:34:43
67,7,402,2020-05-12 08:34:31,2020-05-12 08:34:58
132,116,403,2020-05-12 08:34:34,2020-05-12 08:35:58
61,65,0,2020-05-12 08:34:36,2020-05-12 08:38:08
60,0,0,2020-05-12 08:34:41,2020-05-12 08:44:58
30,64,0,2020-05-12 08:34:43,2020-05-12 08:35:29
17,33,402,2020-05-12 08:34:43,2020-05-12 08:35:04
140,0,0,2020-05-12 08:34:55,2020-05-12 08:45:43
67,7,403,2020-05-12 08:34:58,2020-05-12 08:35:32
17,33,403,2020-05-12 08:35:04,2020-05-12 08:36:26
30,64,326,2020-05-12 08:35:29,2020-05-12 08:35:47
67,7,404,2020-05-12 08:35:32,2020-05-12 08:35:55
30,64,320,2020-05-12 08:35:47,2020-05-12 08:36:37
89,140,0,2020-05-12 08:35:53,2020-05-12 08:46:32
67,7,405,2020-05-12 08:35:55,2020-05-12 08:36:11
132,116,412,2020-05-12 08:35:58,2020-05-12 08:37:21
55,0,0,2020-05-12 08:36:09,2020-05-12 08:44:46
67,7,209,2020-05-12 08:36:11,2020-05-12 09:08:30
17,33,412,2020-05-12 08:36:26,2020-05-12 08:37:41
30,64,315,2020-05-12 08:36:37,2020-05-12 08:37:15
94,11,0,2020-05-12 08:36:41,2020-05-12 08:37:43
30,64,316,2020-05-12 08:37:15,2020-05-12 08:37:55
132,116,415,2020-05-12 08:37:21,2020-05-12 08:37:40
92,0,0,2020-05-12 08:37:35,2020-05-12 08:47:42
132,116,414,2020-05-12 08:37:40,2020-05-12 08:38:01
17,33,415,2020-05-12 08:37:41,2020-05-12 08:38:13
94,11,326,2020-05-12 08:37:43,2020-05-12 08:38:25
30,64,317,2020-05-12 08:37:55,2020-05-12 08:38:21
132,116,245,2020-05-12 08:38:01,2020-05-12 10:20:50
61,65,306,2020-05-12 08:38:08,2020-05-12 08:38:41
17,33,416,2020-05-12 08:38:13,2020-05-12 08:38:27
30,64,110,2020-05-12 08:38:21,2020-05-12 09:02:04
94,11,102,2020-05-12 08:38:25,2020-05-12 08:39:39
17,33,250,2020-05-12 08:38:27,2020-05-12 09:02:46
26,0,0,2020-05-12 08:38:33,2020-05-12 08:47:31
80,20,0,2020-05-12 08:38:41,2020-05-12 08:39:38
61,65,128,2020-05-12 08:38:41,2020-05-12 11:33:00
115,0,0,2020-05-12 08:38:52,2020-05-12 08:48:54
31,0,0,2020-05-12 08:38:54,2020-05-12 08:49:06
75,3,0,2020-05-12 08:39:00,2020-05-12 08:42:16
34,0,0,2020-05-12 08:39:37,2020-05-12 08:48:22
80,20,326,2020-05-12 08:39:38,2020-05-12 08:39:57
94,11,321,2020-05-12 08:39:39,2020-05-12 08:40:36
80,20,320,2020-05-12 08:39:57,2020-05-12 08:41:03
135,92,0,2020-05-12 08:40:15,2020-05-12 08:47:14
10,33,0,2020-05-12 08:40:26,2020-05-12 08:43:49
66,0,0,2020-05-12 08:40:27,2020-05-12 08:52:44
94,11,178,2020-05-12 08:40:36,2020-05-12 11:39:25
80,20,315,2020-05-12 08:41:03,2020-05-12 08:42:28
75,3,312,2020-05-12 08:42:16,2020-05-12 08:43:13
80,20,303,2020-05-12 08:42:28,2020-05-12 08:42:55
80,20,304,2020-05-12 08:42:55,2020-05-12 08:43:18
91,0,0,2020-05-12 08:43:06,2020-05-12 08:52:17
75,3,308,2020-05-12 08:43:13,2020-05-12 08:43:40
80,20,305,2020-05-12 08:43:18,2020-05-12 08:43:37
80,20,138,2020-05-12 08:43:37,2020-05-12 08:45:40
75,3,309,2020-05-12 08:43:40,2020-05-12 08:43:50
10,33,301,2020-05-12 08:43:49,2020-05-12 08:44:15
46,81,0,2020-05-12 08:43:49,2020-05-12 08:48:33
75,3,310,2020-05-12 08:43:50,2020-05-12 08:44:45
10,33,302,2020-05-12 08:44:15,2020-05-12 08:44:34
10,33,133,2020-05-12 08:44:34,2020-05-12 12:19:15
75,3,161,2020-05-12 08:44:45,2020-05-12 09:23:23
55,0,0,2020-05-12 08:44:46,2020-05-12 08:55:37
60,0,0,2020-05-12 08:44:58,2020-05-12 08:56:07
114,0,0,2020-05-12 08:45:31,2020-05-12 08:54:59
80,77,138,2020-05-12 08:45:40,2020-05-12 08:46:26
140,0,0,2020-05-12 08:45:43,2020-05-12 08:54:41
80,77,306,2020-05-12 08:46:26,2020-05-12 08:47:08
89,140,313,2020-05-12 08:46:32,2020-05-12 08:46:44
89,140,410,2020-05-12 08:46:44,2020-05-12 08:47:14
69,0,125,2020-05-12 08:47:01,2020-05-12 08:47:18
80,77,307,2020-05-12 08:47:08,2020-05-12 08:47:28
135,92,162,2020-05-12 08:47:14,2020-05-12 11:53:32
135,92,313,2020-05-12 08:47:14,2020-05-12 08:47:14
89,140,215,2020-05-12 08:47:14,2020-05-12 09:31:40
69,0,304,2020-05-12 08:47:18,2020-05-12 08:47:44
80,77,312,2020-05-12 08:47:28,2020-05-12 08:47:39
26,0,0,2020-05-12 08:47:31,2020-05-12 08:57:46
80,77,409,2020-05-12 08:47:39,2020-05-12 08:49:31
92,0,0,2020-05-12 08:47:42,2020-05-12 08:58:13
69,0,303,2020-05-12 08:47:44,2020-05-12 08:49:03
84,0,0,2020-05-12 08:48:14,2020-05-12 08:58:48
34,0,0,2020-05-12 08:48:22,2020-05-12 08:58:09
46,81,325,2020-05-12 08:48:33,2020-05-12 08:49:46
115,0,0,2020-05-12 08:48:54,2020-05-12 08:57:37
69,0,315,2020-05-12 08:49:03,2020-05-12 08:50:47
31,0,0,2020-05-12 08:49:06,2020-05-12 08:59:19
80,77,418,2020-05-12 08:49:31,2020-05-12 08:49:41
80,77,419,2020-05-12 08:49:41,2020-05-12 08:50:01
46,81,421,2020-05-12 08:49:46,2020-05-12 08:50:09
80,77,421,2020-05-12 08:50:01,2020-05-12 08:51:10
46,81,419,2020-05-12 08:50:09,2020-05-12 08:50:53
69,0,320,2020-05-12 08:50:47,2020-05-12 08:51:07
46,81,253,2020-05-12 08:50:53,2020-05-12 10:42:53
69,0,326,2020-05-12 08:51:07,2020-05-12 08:51:48
80,77,417,2020-05-12 08:51:10,2020-05-12 08:51:21
80,77,251,2020-05-12 08:51:21,2020-05-12 10:54:57
69,0,0,2020-05-12 08:51:48,2020-05-12 08:57:32
159,0,0,2020-05-12 08:52:08,2020-05-12 09:02:05
91,0,0,2020-05-12 08:52:17,2020-05-12 09:02:54
79,0,0,2020-05-12 08:52:41,2020-05-12 09:03:33
66,64,0,2020-05-12 08:52:44,2020-05-12 08:55:19
157,0,0,2020-05-12 08:54:35,2020-05-12 09:03:36
140,0,0,2020-05-12 08:54:41,2020-05-12 09:04:12
114,0,0,2020-05-12 08:54:59,2020-05-12 09:04:32
66,64,301,2020-05-12 08:55:19,2020-05-12 08:55:31
66,64,401,2020-05-12 08:55:31,2020-05-12 08:55:46
55,77,0,2020-05-12 08:55:37,2020-05-12 09:02:54
21,4,0,2020-05-12 08:55:38,2020-05-12 08:59:45
105,0,0,2020-05-12 08:55:38,2020-05-12 09:05:45
66,64,402,2020-05-12 08:55:46,2020-05-12 08:56:12
60,0,0,2020-05-12 08:56:07,2020-05-12 09:05:33
66,64,403,2020-05-12 08:56:12,2020-05-12 08:56:58
66,64,404,2020-05-12 08:56:58,2020-05-12 08:57:36
69,0,0,2020-05-12 08:57:32,2020-05-12 09:07:16
62,0,0,2020-05-12 08:57:36,2020-05-12 09:06:24
66,64,405,2020-05-12 08:57:36,2020-05-12 08:58:22
115,113,0,2020-05-12 08:57:37,2020-05-12 09:00:02
26,0,0,2020-05-12 08:57:46,2020-05-12 09:07:58
107,108,0,2020-05-12 08:57:51,2020-05-12 08:58:30
